INCIDENT NUMBER,EXPOSURE NUMBER,DISPATCH DATE,DISPATCH TIME,INCIDENT TYPE,INCIDENT DESCRIPTION,STREET NUMBER,STREET PREFIX,STREET NAME,STREET TYPE,STREET SUFFIX,FORMATTED STREET,CITY,STATE,ZIP,APARTMENT,CROSS STREET PREFIX,CROSS STREET NAME,CROSS STREET TYPE,CROSS STREET SUFFIX,RURAL,PROPERTY LOSS,CONTENTS LOSS,FIRE SERVICE FATALITY,FIRE SERVICE INJURY,CIVILIAN FATALITY,CIVILIAN INJURY,PROPERTY VALUE,CONTENTS VALUE,ALARMS,SUPPRESSION APPARATUS,SUPPRESSION PERSONNEL,EMS APPARATUS,EMS PERSONNEL,RESCUE APPARATUS,RESCUE PERSONNEL,OTHER APPARATUS,OTHER PERSONNEL,CONTROL DATE,CONTROL TIME,CLEAR DATE,CLEAR TIME,CAUSE OF IGNITION,CAUSE OF IGNITION DESCRIPTION ,GEOLOCATION
15-0002047,0,01/24/2015,16:38:27,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,16:53:16,,,
15-0002045,0,01/24/2015,16:32:11,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,16:45:20,,,
15-0002043,0,01/24/2015,15:58:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,16:21:28,,,
15-0002039,0,01/24/2015,15:27:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,15:46:08,,,
15-0002037,0,01/24/2015,15:06:59,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,15:18:53,,,
15-0002035,0,01/24/2015,14:27:29,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,14:39:07,,,
15-0002034,0,01/24/2015,14:25:51,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,14:42:55,,,
15-0002032,0,01/24/2015,14:11:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,14:25:44,,,
15-0002026,0,01/24/2015,11:38:04,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/24/2015,11:45:08,,,
15-0002025,0,01/24/2015,11:28:19,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,11:47:07,,,
15-0002022,0,01/24/2015,10:43:52,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,10:49:57,,,
15-0002019,0,01/24/2015,10:28:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,10:50:01,,,
15-0002021,0,01/24/2015,10:27:58,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,10:48:51,,,
15-0002015,0,01/24/2015,09:05:34,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,09:24:08,,,
15-0002014,0,01/24/2015,09:03:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,09:18:21,,,
15-0002012,0,01/24/2015,08:15:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,08:32:05,,,
15-0002010,0,01/24/2015,07:51:22,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,08:10:37,,,
15-0002009,0,01/24/2015,07:24:09,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,07:37:05,,,
15-0002008,0,01/24/2015,07:13:49,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,07:30:17,,,
15-0002007,0,01/24/2015,07:12:37,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,07:30:47,,,
15-0002005,0,01/24/2015,06:17:11,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/24/2015,06:29:39,,,
15-0002003,0,01/24/2015,05:23:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,05:43:16,,,
15-0002002,0,01/24/2015,02:25:09,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,02:36:05,,,
15-0001999,0,01/24/2015,00:20:39,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,00:38:41,,,
15-0001998,0,01/24/2015,00:15:03,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,00:37:40,,,
15-0001997,0,01/23/2015,23:52:03,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,00:19:24,,,
15-0001996,0,01/23/2015,23:43:53,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/24/2015,00:01:50,,,
15-0001995,0,01/23/2015,23:25:38,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,23:43:06,,,
15-0001993,0,01/23/2015,22:46:34,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,23:10:49,,,
15-0001992,0,01/23/2015,22:39:56,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,22:57:02,,,
15-0001990,0,01/23/2015,21:26:15,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,21:43:43,,,
15-0001989,0,01/23/2015,20:20:30,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,20:39:48,,,
15-0001988,0,01/23/2015,20:11:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,20:26:35,,,
15-0001986,0,01/23/2015,19:42:33,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,19:55:50,,,
15-0001985,0,01/23/2015,18:19:29,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,18:30:59,,,
15-0001981,0,01/23/2015,17:13:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,17:26:44,,,
15-0001979,0,01/23/2015,16:56:07,300,"Rescue, EMS incident, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,17:02:32,,,
15-0001978,0,01/23/2015,16:43:13,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,16:57:19,,,
15-0001976,0,01/23/2015,16:04:20,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/23/2015,16:15:32,,,
15-0001972,0,01/23/2015,14:48:39,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,15:04:33,,,
15-0001970,0,01/23/2015,14:32:35,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,14:49:47,,,
15-0001969,0,01/23/2015,14:24:37,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,14:39:20,,,
15-0001966,0,01/23/2015,13:06:16,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,13:24:22,,,
15-0001965,0,01/23/2015,12:42:29,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,13:10:15,,,
15-0001963,0,01/23/2015,12:16:23,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,12:37:24,,,
15-0001962,0,01/23/2015,12:12:16,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,12:33:10,,,
15-0001959,0,01/23/2015,11:49:02,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,12:05:53,,,
15-0001960,0,01/23/2015,11:48:22,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,12:13:10,,,
15-0001958,0,01/23/2015,11:38:26,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,12:07:52,,,
15-0001957,0,01/23/2015,11:29:51,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,11:49:04,,,
15-0001952,0,01/23/2015,10:32:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,11:25:42,,,
15-0001951,0,01/23/2015,10:19:34,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,10:49:36,,,
15-0001950,0,01/23/2015,10:06:03,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,10:21:02,,,
15-0001948,0,01/23/2015,09:33:12,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,09:53:04,,,
15-0001946,0,01/23/2015,09:02:26,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,09:18:02,,,
15-0001945,0,01/23/2015,07:58:53,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,08:18:31,,,
15-0001943,0,01/23/2015,06:59:56,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/23/2015,07:25:17,,,
15-0001940,0,01/23/2015,05:43:31,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,06:16:40,,,
15-0001936,0,01/23/2015,05:15:02,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,05:28:19,,,
15-0001934,0,01/23/2015,03:48:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,03:58:13,,,
15-0001933,0,01/23/2015,03:31:49,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,03:48:41,,,
15-0001932,0,01/23/2015,02:06:21,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,01/23/2015,02:18:02,01/23/2015,02:23:23,,,
15-0001931,0,01/23/2015,01:49:52,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,02:06:36,,,
15-0001929,0,01/23/2015,00:44:33,661,"EMS call, party transported by non-fire agency",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,00:57:48,,,
15-0001928,0,01/23/2015,00:29:36,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,,,01/23/2015,00:51:55,,,
15-0001927,0,01/23/2015,00:27:03,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,00:45:40,,,
15-0001884,0,01/22/2015,13:12:17,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,13:28:29,,,
15-0001925,0,01/23/2015,00:04:20,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,00:19:02,,,
15-0001949,0,01/23/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/23/2015,09:48:47,,,
15-0001924,0,01/22/2015,23:00:30,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,23:14:30,,,
15-0001921,0,01/22/2015,21:52:12,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,22:10:30,,,
15-0001920,0,01/22/2015,21:24:10,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,21:30:49,,,
15-0001919,0,01/22/2015,21:08:55,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,21:33:33,,,
15-0001915,0,01/22/2015,20:11:16,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,20:27:26,,,
15-0001906,0,01/22/2015,18:29:49,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,18:52:48,,,
15-0001905,0,01/22/2015,18:26:24,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/22/2015,18:40:12,,,
15-0001896,0,01/22/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,,,01/22/2015,17:42:56,,,
15-0001901,0,01/22/2015,18:02:22,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,18:19:34,,,
15-0001894,0,01/22/2015,17:10:42,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/22/2015,17:34:27,,,
15-0001893,0,01/22/2015,16:54:27,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,17:19:40,,,
15-0001892,0,01/22/2015,16:29:11,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/22/2015,16:43:52,,,
15-0001891,0,01/22/2015,15:34:49,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/22/2015,16:04:59,,,
15-0001889,0,01/22/2015,14:54:49,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,15:03:05,,,
15-0001888,0,01/22/2015,14:50:35,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,14:58:08,,,
15-0001887,0,01/22/2015,14:42:04,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,14:51:10,,,
15-0001886,0,01/22/2015,14:08:46,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/22/2015,14:32:13,,,
15-0001883,0,01/22/2015,13:00:35,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,13:17:18,,,
15-0001882,0,01/22/2015,12:52:32,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,12:57:31,,,
15-0001881,0,01/22/2015,12:28:09,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,12:43:30,,,
15-0001880,0,01/22/2015,12:16:41,661,"EMS call, party transported by non-fire agency",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,12:36:53,,,
15-0001879,0,01/22/2015,12:15:36,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/22/2015,12:21:59,,,
15-0001876,0,01/22/2015,10:36:31,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,10:45:39,,,
15-0001875,0,01/22/2015,09:57:19,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,01/22/2015,10:04:34,01/22/2015,10:21:12,,,
15-0001873,0,01/22/2015,09:43:57,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,10:04:47,,,
15-0001869,0,01/22/2015,08:55:36,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,,,01/22/2015,09:30:24,,,
15-0001868,0,01/22/2015,08:47:50,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,09:18:33,,,
15-0001867,0,01/22/2015,07:34:02,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,07:49:08,,,
15-0001866,0,01/22/2015,06:40:20,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/22/2015,06:55:30,,,
15-0001865,0,01/22/2015,05:40:34,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,05:54:00,,,
15-0001864,0,01/22/2015,05:18:36,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,05:50:21,,,
15-0001863,0,01/22/2015,04:46:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,05:03:18,,,
15-0001862,0,01/22/2015,04:26:18,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,04:53:47,,,
15-0001860,0,01/22/2015,02:30:51,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,02:45:23,,,
15-0001859,0,01/22/2015,02:16:55,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,02:33:34,,,
15-0001817,0,01/21/2015,13:57:54,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,14:16:01,,,
15-0001856,0,01/22/2015,00:07:08,352,Extrication of victim(s) from vehicle,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/22/2015,00:55:09,,,
15-0001878,0,01/22/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/22/2015,11:31:22,,,
15-0001890,0,01/22/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/22/2015,15:05:46,,,
15-0001854,0,01/21/2015,23:23:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,23:32:36,,,
15-0001853,0,01/21/2015,23:10:59,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,23:31:16,,,
15-0001852,0,01/21/2015,23:10:56,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,23:34:38,,,
15-0001850,0,01/21/2015,22:53:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,23:04:23,,,
15-0001846,0,01/21/2015,22:03:26,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,22:20:19,,,
15-0001843,0,01/21/2015,19:26:06,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,19:39:13,,,
15-0001789,0,01/21/2015,09:03:49,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/21/2015,09:48:31,,,
15-0001839,0,01/21/2015,18:13:58,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,18:29:53,,,
15-0001837,0,01/21/2015,17:46:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,17:57:57,,,
15-0001836,0,01/21/2015,17:22:07,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,17:32:51,,,
15-0001835,0,01/21/2015,17:12:36,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,17:30:06,,,
15-0001834,0,01/21/2015,17:11:32,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,17:26:13,,,
15-0001833,0,01/21/2015,16:59:08,331,"Lock-in (if lock out , use 511 )",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,01/21/2015,17:15:10,,,
15-0001782,0,01/21/2015,04:36:09,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,,,01/21/2015,04:50:11,,,
15-0001831,0,01/21/2015,16:37:34,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,16:53:40,,,
15-0001830,0,01/21/2015,16:09:24,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,16:29:35,,,
15-0001829,0,01/21/2015,16:03:57,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,16:33:50,,,
15-0001828,0,01/21/2015,15:48:10,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,16:15:21,,,
15-0001827,0,01/21/2015,15:17:34,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,,01/21/2015,15:36:20,,,
15-0001825,0,01/21/2015,14:51:15,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/21/2015,15:12:15,,,
